F,X,Y,Z
27.7,0,97.61681106,395.9329428
27.8,0,97.72794024,395.5836771
27.9,0,97.83845966,395.2342179
28,0,97.94836899,394.8845664
28.1,0,98.0576679,394.5347236
28.2,0,98.16635605,394.1846905
28.3,0,98.27443311,393.8344683
28.4,0,98.38189875,393.484058
28.5,0,98.48875265,393.1334607
28.6,0,98.59499448,392.7826774
28.7,0,98.70062392,392.4317092
28.8,0,98.80564064,392.0805572
28.9,0,98.91004432,391.7292224
29,0,99.01383465,391.3777059
29.1,0,99.11701131,391.0260089
29.2,0,99.21957399,390.6741323
29.3,0,99.32152237,390.3220772
29.4,0,99.42285615,389.9698447
29.5,0,99.52357501,389.6174359
29.6,0,99.62367864,389.2648519
29.7,0,99.72316675,388.9120937
29.8,0,99.82203903,388.5591623
29.9,0,99.92029517,388.206059
30,0,100.0179349,387.8527847
30.1,0,100.1149579,387.4993405
30.2,0,100.2113638,387.1457275
30.3,0,100.3071525,386.7919468
30.4,0,100.4023235,386.4379995
30.5,0,100.4968767,386.0838866
30.6,0,100.5908116,385.7296092
30.7,0,100.6841281,385.3751684
30.8,0,100.7768258,385.0205652
30.9,0,100.8689045,384.6658009
31,0,100.9603638,384.3108763
31.1,0,101.0512036,383.9557927
31.2,0,101.1414235,383.600551
31.3,0,101.2310232,383.2451525
31.4,0,101.3200025,382.8895981
31.5,0,101.4083611,382.5338889
31.6,0,101.4960988,382.1780261
31.7,0,101.5832152,381.8220107
31.8,0,101.6697101,381.4658438
31.9,0,101.7555833,381.1095264
32,0,101.8408344,380.7530597
32.1,0,101.9254633,380.3964448
32.2,0,102.0094696,380.0396827
32.3,0,102.0928531,379.6827746
32.4,0,102.1756136,379.3257214
32.5,0,102.2577508,378.9685244
32.6,0,102.3392644,378.6111845
32.7,0,102.4201542,378.2537029
32.8,0,102.50042,377.8960807
32.9,0,102.5800615,377.5383189
33,0,102.6590785,377.1804187
33.1,0,102.7374706,376.8223811
33.2,0,102.8152378,376.4642073
33.3,0,102.8923797,376.1058982
33.4,0,102.9688962,375.7474551
33.5,0,103.0447869,375.3888789
33.6,0,103.1200516,375.0301709
33.7,0,103.1946902,374.671332
33.8,0,103.2687024,374.3123634
33.9,0,103.342088,373.9532662
34,0,103.4148467,373.5940415
34.1,0,103.4869783,373.2346903
34.2,0,103.5584826,372.8752138
34.3,0,103.6293594,372.515613
34.4,0,103.6996085,372.155889
34.5,0,103.7692297,371.796043
34.6,0,103.8382227,371.4360761
34.7,0,103.9065873,371.0759892
34.8,0,103.9743233,370.7157836
34.9,0,104.0414306,370.3554604
35,0,104.1079089,369.9950205
35.1,0,104.173758,369.6344652
35.2,0,104.2389777,369.2737955
35.3,0,104.3035678,368.9130125
35.4,0,104.3675281,368.5521173
35.5,0,104.4308585,368.1911111
35.6,0,104.4935587,367.8299948
35.7,0,104.5556285,367.4687697
35.8,0,104.6170678,367.1074368
35.9,0,104.6778763,366.7459972
36,0,104.7380539,366.3844521
36.1,0,104.7976004,366.0228024
36.2,0,104.8565157,365.6610494
36.3,0,104.9147994,365.2991941
36.4,0,104.9724515,364.9372377
36.5,0,105.0294718,364.5751811
36.6,0,105.0858601,364.2130256
36.7,0,105.1416162,363.8507723
36.8,0,105.19674,363.4884221
36.9,0,105.2512313,363.1259763
37,0,105.3050899,362.763436
37.1,0,105.3583157,362.4008022
37.2,0,105.4109085,362.0380761
37.3,0,105.4628681,361.6752587
37.4,0,105.5141944,361.3123512
37.5,0,105.5648873,360.9493547
37.6,0,105.6149465,360.5862702
37.7,0,105.6643719,360.2230989
37.8,0,105.7131635,359.859842
37.9,0,105.7613209,359.4965004
38,0,105.8088441,359.1330753
38.1,0,105.8557329,358.7695678
38.2,0,105.9019873,358.405979
38.3,0,105.947607,358.0423101
38.4,0,105.9925918,357.6785621
38.5,0,106.0369418,357.3147362
38.6,0,106.0806567,356.9508333
38.7,0,106.1237364,356.5868548
38.8,0,106.1661808,356.2228016
38.9,0,106.2079897,355.8586749
39,0,106.249163,355.4944758
39.1,0,106.2897006,355.1302053
39.2,0,106.3296024,354.7658647
39.3,0,106.3688683,354.401455
39.4,0,106.407498,354.0369773
39.5,0,106.4454916,353.6724327
39.6,0,106.4828489,353.3078224
39.7,0,106.5195697,352.9431474
39.8,0,106.555654,352.5784089
39.9,0,106.5911017,352.213608
40,0,106.6259126,351.8487458
40.1,0,106.6600866,351.4838234
40.2,0,106.6936237,351.1188418
40.3,0,106.7265237,350.7538023
40.4,0,106.7587866,350.388706
40.5,0,106.7904122,350.0235539
40.6,0,106.8214004,349.6583471
40.7,0,106.8517512,349.2930868
40.8,0,106.8814645,348.9277741
40.9,0,106.9105401,348.5624101
41,0,106.938978,348.1969959
41.1,0,106.966778,347.8315326
41.2,0,106.9939402,347.4660214
41.3,0,107.0204644,347.1004633
41.4,0,107.0463506,346.7348595
41.5,0,107.0715986,346.369211
41.6,0,107.0962083,346.0035191
41.7,0,107.1201798,345.6377847
41.8,0,107.143513,345.2720091
41.9,0,107.1662077,344.9061933
42,0,107.1882639,344.5403385
42.1,0,107.2096815,344.1744457
42.2,0,107.2304605,343.808516
42.3,0,107.2506008,343.4425507
42.4,0,107.2701023,343.0765508
42.5,0,107.288965,342.7105174
42.6,0,107.3071888,342.3444517
42.7,0,107.3247737,341.9783546
42.8,0,107.3417197,341.6122275
42.9,0,107.3580265,341.2460713
43,0,107.3736943,340.8798873
43.1,0,107.388723,340.5136764
43.2,0,107.4031124,340.1474399
43.3,0,107.4168627,339.7811788
43.4,0,107.4299737,339.4148943
43.5,0,107.4424453,339.0485875
43.6,0,107.4542777,338.6822594
43.7,0,107.4654706,338.3159113
43.8,0,107.4760242,337.9495441
43.9,0,107.4859382,337.5831591
44,0,107.4952129,337.2167574
44.1,0,107.503848,336.8503401
44.2,0,107.5118435,336.4839082
44.3,0,107.5191995,336.1174629
44.4,0,107.525916,335.7510054
44.5,0,107.5319928,335.3845366
44.6,0,107.53743,335.0180579
44.7,0,107.5422276,334.6515702
44.8,0,107.5463856,334.2850747
44.9,0,107.5499038,333.9185725
45,0,107.5527824,333.5520647
45.1,0,107.5550214,333.1855524
45.2,0,107.5566206,332.8190368
45.3,0,107.5575802,332.452519
45.4,0,107.5579,332.086
45.5,0,107.5575802,331.719481
45.6,0,107.5566206,331.3529632
45.7,0,107.5550214,330.9864476
45.8,0,107.5527824,330.6199353
45.9,0,107.5499038,330.2534275
46,0,107.5463856,329.8869253
46.1,0,107.5422276,329.5204298
46.2,0,107.53743,329.1539421
46.3,0,107.5319928,328.7874634
46.4,0,107.525916,328.4209946
46.5,0,107.5191995,328.0545371
46.6,0,107.5118435,327.6880918
46.7,0,107.503848,327.3216599
46.8,0,107.4952129,326.9552426
46.9,0,107.4859382,326.5888409
47,0,107.4760242,326.2224559
47.1,0,107.4654706,325.8560887
47.2,0,107.4542777,325.4897406
47.3,0,107.4424453,325.1234125
47.4,0,107.4299737,324.7571057
47.5,0,107.4168627,324.3908212
47.6,0,107.4031124,324.0245601
47.7,0,107.388723,323.6583236
47.8,0,107.3736943,323.2921127
47.9,0,107.3580265,322.9259287
48,0,107.3417197,322.5597725
48.1,0,107.3247737,322.1936454
48.2,0,107.3071888,321.8275483
48.3,0,107.288965,321.4614826
48.4,0,107.2701023,321.0954492
48.5,0,107.2506008,320.7294493
48.6,0,107.2304605,320.363484
48.7,0,107.2096815,319.9975543
48.8,0,107.1882639,319.6316615
48.9,0,107.1662077,319.2658067
49,0,107.143513,318.8999909
49.1,0,107.1201798,318.5342153
49.2,0,107.0962083,318.1684809
49.3,0,107.0715986,317.802789
49.4,0,107.0463506,317.4371405
49.5,0,107.0204644,317.0715367
49.6,0,106.9939402,316.7059786
49.7,0,106.966778,316.3404674
49.8,0,106.938978,315.9750041
49.9,0,106.9105401,315.6095899
50,0,106.8814645,315.2442259
50.1,0,106.8517512,314.8789132
50.2,0,106.8214004,314.5136529
50.3,0,106.7904122,314.1484461
50.4,0,106.7587866,313.783294
50.5,0,106.7265237,313.4181977
50.6,0,106.6936237,313.0531582
50.7,0,106.6600866,312.6881766
50.8,0,106.6259126,312.3232542
50.9,0,106.5911017,311.958392
51,0,106.555654,311.5935911
51.1,0,106.5195697,311.2288526
51.2,0,106.4828489,310.8641776
51.3,0,106.4454916,310.4995673
51.4,0,106.407498,310.1350227
51.5,0,106.3688683,309.770545
51.6,0,106.3296024,309.4061353
51.7,0,106.2897006,309.0417947
51.8,0,106.249163,308.6775242
51.9,0,106.2079897,308.3133251
52,0,106.1661808,307.9491984
52.1,0,106.1237364,307.5851452
52.2,0,106.0806567,307.2211667
52.3,0,106.0369418,306.8572638
52.4,0,105.9925918,306.4934379
52.5,0,105.947607,306.1296899
52.6,0,105.9019873,305.766021
52.7,0,105.8557329,305.4024322
52.8,0,105.8088441,305.0389247
52.9,0,105.7613209,304.6754996
53,0,105.7131635,304.312158
53.1,0,105.6643719,303.9489011
53.2,0,105.6149465,303.5857298
53.3,0,105.5648873,303.2226453
53.4,0,105.5141944,302.8596488
53.5,0,105.4628681,302.4967413
53.6,0,105.4109085,302.1339239
53.7,0,105.3583157,301.7711978
53.8,0,105.3050899,301.408564
53.9,0,105.2512313,301.0460237
54,0,105.19674,300.6835779
54.1,0,105.1416162,300.3212277
54.2,0,105.0858601,299.9589744
54.3,0,105.0294718,299.5968189
54.4,0,104.9724515,299.2347623
54.5,0,104.9147994,298.8728059
54.6,0,104.8565157,298.5109506
54.7,0,104.7976004,298.1491976
54.8,0,104.7380539,297.7875479
54.9,0,104.6778763,297.4260028
55,0,104.6170678,297.0645632
55.1,0,104.5556285,296.7032303
55.2,0,104.4935587,296.3420052
55.3,0,104.4308585,295.9808889
55.4,0,104.3675281,295.6198827
55.5,0,104.3035678,295.2589875
55.6,0,104.2389777,294.8982045
55.7,0,104.173758,294.5375348
55.8,0,104.1079089,294.1769795
55.9,0,104.0414306,293.8165396
56,0,103.9743233,293.4562164
56.1,0,103.9065873,293.0960108
56.2,0,103.8382227,292.7359239
56.3,0,103.7692297,292.375957
56.4,0,103.6996085,292.016111
56.5,0,103.6293594,291.656387
56.6,0,103.5584826,291.2967862
56.7,0,103.4869783,290.9373097
56.8,0,103.4148467,290.5779585
56.9,0,103.342088,290.2187338
57,0,103.2687024,289.8596366
57.1,0,103.1946902,289.500668
57.2,0,103.1200516,289.1418291
57.3,0,103.0447869,288.7831211
57.4,0,102.9688962,288.4245449
57.5,0,102.8923797,288.0661018
57.6,0,102.8152378,287.7077927
57.7,0,102.7374706,287.3496189
57.8,0,102.6590785,286.9915813
57.9,0,102.5800615,286.6336811
58,0,102.50042,286.2759193
58.1,0,102.4201542,285.9182971
58.2,0,102.3392644,285.5608155
58.3,0,102.2577508,285.2034756
58.4,0,102.1756136,284.8462786
58.5,0,102.0928531,284.4892254
58.6,0,102.0094696,284.1323173
58.7,0,101.9254633,283.7755552
58.8,0,101.8408344,283.4189403
58.9,0,101.7555833,283.0624736
59,0,101.6697101,282.7061562
59.1,0,101.5832152,282.3499893
59.2,0,101.4960988,281.9939739
59.3,0,101.4083611,281.6381111
59.4,0,101.3200025,281.2824019
59.5,0,101.2310232,280.9268475
59.6,0,101.1414235,280.571449
59.7,0,101.0512036,280.2162073
59.8,0,100.9603638,279.8611237
59.9,0,100.8689045,279.5061991
60,0,100.7768258,279.1514348
60.1,0,100.6841281,278.7968316
60.2,0,100.5908116,278.4423908
60.3,0,100.4968767,278.0881134
60.4,0,100.4023235,277.7340005
60.5,0,100.3071525,277.3800532
60.6,0,100.2113638,277.0262725
60.7,0,100.1149579,276.6726595
60.8,0,100.0179349,276.3192153
60.9,0,99.92029517,275.965941
61,0,99.82203903,275.6128377
61.1,0,99.72316675,275.2599063
61.2,0,99.62367864,274.9071481
61.3,0,99.52357501,274.5545641
61.4,0,99.42285615,274.2021553
61.5,0,99.32152237,273.8499228
61.6,0,99.21957399,273.4978677
61.7,0,99.11701131,273.1459911
61.8,0,99.01383465,272.7942941
61.9,0,98.91004432,272.4427776
62,0,98.80564064,272.0914428
62.1,0,98.70062392,271.7402908
62.2,0,98.59499448,271.3893226
62.3,0,98.48875265,271.0385393
62.4,0,98.38189875,270.687942
62.5,0,98.27443311,270.3375317
62.6,0,98.16635605,269.9873095
62.7,0,98.0576679,269.6372764
62.8,0,97.94836899,269.2874336
62.9,0,97.83845966,268.9377821
63,0,97.72794024,268.5883229
63.1,0,97.61681106,268.2390572
63.2,0,97.50507248,267.889986
63.3,0,97.39272481,267.5411103
63.4,0,97.27976842,267.1924312
63.5,0,97.16620364,266.8439498
63.6,0,97.05203082,266.4956671
63.7,0,96.9372503,266.1475842
63.8,0,96.82186245,265.7997022
63.9,0,96.70586759,265.4520222
64,0,96.5892661,265.104545
64.1,0,96.47205833,264.757272
64.2,0,96.35424462,264.410204
64.3,0,96.23582535,264.0633422
64.4,0,96.11680088,263.7166876
64.5,0,95.99717155,263.3702412
64.6,0,95.87693775,263.0240042
64.7,0,95.75609983,262.6779775
64.8,0,95.63465817,262.3321623
64.9,0,95.51261313,261.9865596
65,0,95.38996509,261.6411704
65.1,0,95.26671441,261.2959957
65.2,0,95.14286148,260.9510367
65.3,0,95.01840667,260.6062945
65.4,0,94.89335037,260.2617699
65.5,0,94.76769294,259.9174641
65.6,0,94.64143478,259.5733782
65.7,0,94.51457627,259.2295132
65.8,0,94.38711779,258.8858701
65.9,0,94.25905974,258.5424499
66,0,94.13040251,258.1992538
66.1,0,94.00114647,257.8562828
66.2,0,93.87129204,257.5135379
66.3,0,93.74083961,257.1710201
66.4,0,93.60978956,256.8287306
66.5,0,93.47814231,256.4866703
66.6,0,93.34589826,256.1448403
66.7,0,93.21305779,255.8032416
66.8,0,93.07962133,255.4618753
66.9,0,92.94558928,255.1207424
67,0,92.81096204,254.7798439
67.1,0,92.67574002,254.439181
67.2,0,92.53992364,254.0987545
67.3,0,92.40351332,253.7585657
67.4,0,92.26650946,253.4186154
67.5,0,92.12891248,253.0789047
67.6,0,91.99072281,252.7394348
67.7,0,91.85194086,252.4002065
67.8,0,91.71256706,252.061221
67.9,0,91.57260183,251.7224792
68,0,91.43204559,251.3839822
68.1,0,91.29089879,251.0457311
68.2,0,91.14916183,250.7077268
68.3,0,91.00683517,250.3699705
68.4,0,90.86391923,250.032463
68.5,0,90.72041444,249.6952055
68.6,0,90.57632124,249.358199
68.7,0,90.43164008,249.0214445
68.8,0,90.28637139,248.684943
68.9,0,90.14051562,248.3486955
69,0,89.99407321,248.0127032
69.1,0,89.8470446,247.6769669
69.2,0,89.69943025,247.3414878
69.3,0,89.5512306,247.0062668
69.4,0,89.4024461,246.671305
69.5,0,89.25307722,246.3366033
69.6,0,89.1031244,246.0021629
69.7,0,88.95258809,245.6679847
69.8,0,88.80146877,245.3340697
69.9,0,88.64976688,245.000419
70,0,88.4974829,244.6670336
70.1,0,88.34461728,244.3339145
70.2,0,88.19117049,244.0010627
70.3,0,88.037143,243.6684792
70.4,0,87.88253528,243.336165
70.5,0,87.72734779,243.0041212
70.6,0,87.57158102,242.6723488
70.7,0,87.41523543,242.3408487
70.8,0,87.2583115,242.009622
70.9,0,87.10080971,241.6786697
71,0,86.94273055,241.3479928
71.1,0,86.78407448,241.0175922
71.2,0,86.62484199,240.6874691
71.3,0,86.46503358,240.3576244
71.4,0,86.30464972,240.0280592
71.5,0,86.14369091,239.6987743
71.6,0,85.98215763,239.3697709
71.7,0,85.82005038,239.0410499
71.8,0,85.65736965,238.7126124
71.9,0,85.49411594,238.3844592
72,0,85.33028974,238.0565916
72.1,0,85.16589155,237.7290103
72.2,0,85.00092187,237.4017165
72.3,0,84.83538122,237.074711
72.4,0,84.66927008,236.7479951
72.5,0,84.50258897,236.4215695
72.6,0,84.33533839,236.0954353
72.7,0,84.16751886,235.7695936
72.8,0,83.99913088,235.4440452
72.9,0,83.83017497,235.1187912
73,0,83.66065164,234.7938326
73.1,0,83.49056141,234.4691704
73.2,0,83.3199048,234.1448055
73.3,0,83.14868232,233.820739
73.4,0,82.9768945,233.4969718
73.5,0,82.80454186,233.1735049
73.6,0,82.63162493,232.8503394
73.7,0,82.45814424,232.5274761
73.8,0,82.2841003,232.2049161
73.9,0,82.10949366,231.8826603
74,0,81.93432484,231.5607098
74.1,0,81.75859438,231.2390655
74.2,0,81.58230281,230.9177284
74.3,0,81.40545067,230.5966995
74.4,0,81.2280385,230.2759797
74.5,0,81.05006684,229.9555701
74.6,0,80.87153623,229.6354716
74.7,0,80.69244721,229.3156851
74.8,0,80.51280034,228.9962117
74.9,0,80.33259615,228.6770524
75,0,80.1518352,228.358208
75.1,0,79.97051803,228.0396796
75.2,0,79.78864521,227.7214682
75.3,0,79.60621728,227.4035747
75.4,0,79.42323479,227.086
75.5,0,79.23969832,226.7687452
75.6,0,79.05560841,226.4518112
75.7,0,78.87096563,226.135199
75.8,0,78.68577053,225.8189095
75.9,0,78.50002369,225.5029438
76,0,78.31372567,225.1873027
76.1,0,78.12687704,224.8719872
76.2,0,77.93947836,224.5569984
76.3,0,77.7515302,224.2423371
76.4,0,77.56303315,223.9280043
76.5,0,77.37398777,223.6140009
76.6,0,77.18439463,223.300328
76.7,0,76.99425433,222.9869865
76.8,0,76.80356743,222.6739773
76.9,0,76.61233451,222.3613014
77,0,76.42055617,222.0489597
77.1,0,76.22823298,221.7369533
77.2,0,76.03536553,221.4252829
77.3,0,75.8419544,221.1139497
77.4,0,75.64800019,220.8029545
77.5,0,75.45350349,220.4922983
77.6,0,75.25846489,220.181982
77.7,0,75.06288498,219.8720066
77.8,0,74.86676436,219.5623731
77.9,0,74.67010362,219.2530822
78,0,74.47290337,218.9441351
78.1,0,74.27516421,218.6355327
78.2,0,74.07688673,218.3272758
78.3,0,73.87807155,218.0193655
78.4,0,73.67871927,217.7118026
78.5,0,73.47883049,217.4045882
78.6,0,73.27840583,217.0977231
78.7,0,73.07744589,216.7912082
78.8,0,72.87595129,216.4850446
78.9,0,72.67392263,216.1792331
79,0,72.47136055,215.8737747
79.1,0,72.26826565,215.5686702
79.2,0,72.06463855,215.2639207
79.3,0,71.86047987,214.9595271
79.4,0,71.65579024,214.6554903
79.5,0,71.45057027,214.3518111
79.6,0,71.2448206,214.0484907
79.7,0,71.03854184,213.7455297
79.8,0,70.83173464,213.4429293
79.9,0,70.62439961,213.1406902
80,0,70.41653739,212.8388135
80.1,0,70.20814862,212.5373001
80.2,0,69.99923392,212.2361508
80.3,0,69.78979393,211.9353666
80.4,0,69.5798293,211.6349484
80.5,0,69.36934066,211.3348971
80.6,0,69.15832865,211.0352136
80.7,0,68.94679392,210.7358989
80.8,0,68.7347371,210.4369538
80.9,0,68.52215885,210.1383793
81,0,68.30905982,209.8401763
81.1,0,68.09544065,209.5423456
81.2,0,67.88130199,209.2448883
81.3,0,67.66664449,208.9478051
81.4,0,67.45146882,208.651097
81.5,0,67.23577562,208.354765
81.6,0,67.01956555,208.0588098
81.7,0,66.80283927,207.7632325
81.8,0,66.58559744,207.4680338
81.9,0,66.36784073,207.1732148
82,0,66.14956979,206.8787763
82.1,0,65.93078529,206.5847191
82.2,0,65.7114879,206.2910443
82.3,0,65.49167828,205.9977527
82.4,0,65.27135711,205.7048451
82.5,0,65.05052505,205.4123226
82.6,0,64.82918279,205.1201859
82.7,0,64.60733098,204.8284359
82.8,0,64.38497031,204.5370737
82.9,0,64.16210146,204.2460999
83,0,63.9387251,203.9555156
83.1,0,63.71484192,203.6653216
83.2,0,63.4904526,203.3755187
83.3,0,63.26555782,203.086108
83.4,0,63.04015826,202.7970902
83.5,0,62.81425461,202.5084662
83.6,0,62.58784757,202.220237
83.7,0,62.36093781,201.9324033
83.8,0,62.13352604,201.6449661
83.9,0,61.90561294,201.3579263
84,0,61.67719921,201.0712847
84.1,0,61.44828554,200.7850422
84.2,0,61.21887264,200.4991996
84.3,0,60.98896119,200.2137579
84.4,0,60.75855191,199.9287179
84.5,0,60.52764548,199.6440804
84.6,0,60.29624263,199.3598464
84.7,0,60.06434404,199.0760167
84.8,0,59.83195043,198.7925922
84.9,0,59.59906251,198.5095737
85,0,59.36568098,198.2269622
85.1,0,59.13180656,197.9447583
85.2,0,58.89743995,197.6629631
85.3,0,58.66258188,197.3815774
85.4,0,58.42723305,197.100602
85.5,0,58.19139419,196.8200378
85.6,0,57.95506601,196.5398856
85.7,0,57.71824924,196.2601463
85.8,0,57.48094458,195.9808208
85.9,0,57.24315278,195.7019099
86,0,57.00487454,195.4234144
86.1,0,56.7661106,195.1453352
86.2,0,56.52686169,194.8676732
86.3,0,56.28712853,194.5904291
86.4,0,56.04691185,194.3136039
86.5,0,55.80621238,194.0371984
86.6,0,55.56503087,193.7612134
86.7,0,55.32336804,193.4856497
86.8,0,55.08122462,193.2105083
86.9,0,54.83860137,192.9357899
87,0,54.595499,192.6614953
87.1,0,54.35191828,192.3876255
87.2,0,54.10785993,192.1141812
87.3,0,53.86332471,191.8411634
87.4,0,53.61831335,191.5685727
87.5,0,53.3728266,191.29641
87.6,0,53.12686522,191.0246762
87.7,0,52.88042995,190.7533722
87.8,0,52.63352153,190.4824986
87.9,0,52.38614073,190.2120564
88,0,52.1382883,189.9420464
88.1,0,51.88996498,189.6724693
88.2,0,51.64117155,189.4033261
88.3,0,51.39190875,189.1346175
88.4,0,51.14217734,188.8663444
88.5,0,50.89197809,188.5985075
88.6,0,50.64131176,188.3311078
88.7,0,50.39017911,188.0641459
88.8,0,50.1385809,187.7976227
88.9,0,49.88651791,187.5315391
89,0,49.6339909,187.2658958
89.1,0,49.38100064,187.0006937
89.2,0,49.1275479,186.7359335
89.3,0,48.87363345,186.4716161
89.4,0,48.61925807,186.2077422
89.5,0,48.36442253,185.9443127
89.6,0,48.10912761,185.6813284
89.7,0,47.85337408,185.4187901
89.8,0,47.59716272,185.1566985
89.9,0,47.34049432,184.8950545
90,0,47.08336966,184.6338589
90.1,0,46.82578951,184.3731124
90.2,0,46.56775467,184.1128159
90.3,0,46.30926592,183.8529702
90.4,0,46.05032405,183.593576
90.5,0,45.79092984,183.3346341
90.6,0,45.53108409,183.0761453
90.7,0,45.27078759,182.8181105
90.8,0,45.01004113,182.5605303
90.9,0,44.7488455,182.3034057
91,0,44.48720151,182.0467373
91.1,0,44.22510994,181.7905259
91.2,0,43.9625716,181.5347724
91.3,0,43.69958728,181.2794775
91.4,0,43.4361578,181.0246419
91.5,0,43.17228394,180.7702665
91.6,0,42.90796651,180.5163521
91.7,0,42.64320633,180.2628994
91.8,0,42.37800418,180.0099091
91.9,0,42.1123609,179.7573821
92,0,41.84627727,179.5053191
92.1,0,41.57975411,179.2537209
92.2,0,41.31279225,179.0025882
92.3,0,41.04539247,178.7519219
92.4,0,40.77755561,178.5017227
92.5,0,40.50928248,178.2519913
92.6,0,40.24057389,178.0027285
92.7,0,39.97143067,177.753935
92.8,0,39.70185363,177.5056117
92.9,0,39.4318436,177.2577593
93,0,39.16140139,177.0103785
93.1,0,38.89052784,176.7634701
93.2,0,38.61922376,176.5170348
93.3,0,38.34748998,176.2710734
93.4,0,38.07532734,176.0255866
93.5,0,37.80273665,175.7805753
93.6,0,37.52971875,175.5360401
93.7,0,37.25627448,175.2919817
93.8,0,36.98240466,175.048401
93.9,0,36.70811013,174.8052986
94,0,36.43339172,174.5626754
94.1,0,36.15825027,174.320532
94.2,0,35.88268662,174.0788691
94.3,0,35.60670162,173.8376876
94.4,0,35.33029609,173.5969882
94.5,0,35.05347088,173.3567715
94.6,0,34.77622684,173.1170383
94.7,0,34.4985648,172.8777894
94.8,0,34.22048563,172.6390255
94.9,0,33.94199015,172.4007472
95,0,33.66307922,172.1629554
95.1,0,33.3837537,171.9256508
95.2,0,33.10401442,171.688834
95.3,0,32.82386225,171.4525058
95.4,0,32.54329803,171.2166669
95.5,0,32.26232263,170.9813181
95.6,0,31.98093689,170.74646
95.7,0,31.69914168,170.5120934
95.8,0,31.41693785,170.278219
95.9,0,31.13432626,170.0448375
96,0,30.85130777,169.8119496
96.1,0,30.56788325,169.579556
96.2,0,30.28405356,169.3476574
96.3,0,29.99981956,169.1162545
96.4,0,29.71518212,168.8853481
96.5,0,29.43014211,168.6549388
96.6,0,29.14470039,168.4250274
96.7,0,28.85885783,168.1956145
96.8,0,28.57261531,167.9667008
96.9,0,28.28597369,167.7382871
97,0,27.99893386,167.510374
97.1,0,27.71149668,167.2829622
97.2,0,27.42366303,167.0560524
97.3,0,27.13543378,166.8296454
97.4,0,26.84680982,166.6037417
97.5,0,26.55779202,166.3783422
97.6,0,26.26838127,166.1534474
97.7,0,25.97857844,165.9290581
97.8,0,25.68838442,165.7051749
97.9,0,25.39780009,165.4817985
98,0,25.10682634,165.2589297
98.1,0,24.81546406,165.036569
98.2,0,24.52371412,164.8147172
98.3,0,24.23157743,164.5933749
98.4,0,23.93905486,164.3725429
98.5,0,23.64614732,164.1522217
98.6,0,23.35285569,163.9324121
98.7,0,23.05918086,163.7131147
98.8,0,22.76512374,163.4943302
98.9,0,22.47068522,163.2760593
99,0,22.17586619,163.0583026
99.1,0,21.88066755,162.8410607
99.2,0,21.5850902,162.6243344
99.3,0,21.28913504,162.4081244
99.4,0,20.99280298,162.1924312
99.5,0,20.69609491,161.9772555
99.6,0,20.39901175,161.762598
99.7,0,20.10155438,161.5484594
99.8,0,19.80372373,161.3348402
99.9,0,19.5055207,161.1217411
100,0,19.20694619,160.9091629
100.1,0,18.90800112,160.6971061
100.2,0,18.6086864,160.4855713
100.3,0,18.30900293,160.2745593
100.4,0,18.00895163,160.0640707
100.5,0,17.70853342,159.8541061
100.6,0,17.40774921,159.6446661
100.7,0,17.10659992,159.4357514
100.8,0,16.80508646,159.2273626
100.9,0,16.50320975,159.0195004
101,0,16.20097072,158.8121654
101.1,0,15.89837028,158.6053582
101.2,0,15.59540935,158.3990794
101.3,0,15.29208886,158.1933297
101.4,0,14.98840973,157.9881098
101.5,0,14.68437289,157.7834201
101.6,0,14.37997926,157.5792615
101.7,0,14.07522976,157.3756344
101.8,0,13.77012534,157.1725395
101.9,0,13.46466692,156.9699774
102,0,13.15885542,156.7679487
102.1,0,12.85269178,156.5664541
102.2,0,12.54617693,156.3654942
102.3,0,12.23931181,156.1650695
102.4,0,11.93209735,155.9651807
102.5,0,11.62453449,155.7658284
102.6,0,11.31662416,155.5670133
102.7,0,11.0083673,155.3687358
102.8,0,10.69976485,155.1709966
102.9,0,10.39081775,154.9737964
103,0,10.08152695,154.7771356
103.1,0,9.771893372,154.581015
103.2,0,9.461917975,154.3854351
103.3,0,9.151601699,154.1903965
103.4,0,8.840945489,153.9958998
103.5,0,8.529950292,153.8019456
103.6,0,8.218617054,153.6085345
103.7,0,7.906946725,153.415667
103.8,0,7.594940254,153.2233438
103.9,0,7.28259859,153.0315655
104,0,6.969922687,152.8403326
104.1,0,6.656913495,152.6496457
104.2,0,6.343571968,152.4595054
104.3,0,6.029899062,152.2699122
104.4,0,5.715895731,152.0808669
104.5,0,5.401562932,151.8923698
104.6,0,5.086901623,151.7044216
104.7,0,4.771912761,151.517023
104.8,0,4.456597308,151.3301743
104.9,0,4.140956222,151.1438763
105,0,3.824990465,150.9581295
105.1,0,3.508701001,150.7729344
105.2,0,3.192088792,150.5882916
105.3,0,2.875154803,150.4042017
105.4,0,2.5579,150.2206652
105.5,0,2.240325348,150.0376827
105.6,0,1.922431816,149.8552548
105.7,0,1.604220371,149.673382
105.8,0,1.285691983,149.4920648
105.9,0,0.966847622,149.3113039
106,0,0.647688259,149.1310997
106.1,0,0.328214867,148.9514528
106.2,0,0.008428419,148.7723638
